"Filename","Camera","Date","Bay","Coral location","Lat","Lon","Species","Count","Classified by","Length (cm)","Width (cm)","Area (cm2)","Measured by","Link"
"P20500872","BLACK",2026-02-05,"NB","B",18.3464084845036,-64.6914645563811,,,,,,,,
"P20500882","BLACK",2026-02-05,"NB","B",18.3463793992996,-64.6914667356759,,,,,,,,
"P20500892","BLACK",2026-02-05,"NB","B",18.3463809918612,-64.6914631314576,,,,,,,,
"P20500902","BLACK",2026-02-05,"NB","B",18.3463663235307,-64.6914291009307,,,,,,,,
"P20500912","BLACK",2026-02-05,"NB","B",18.3463716879487,-64.6914030332118,,,,,,,,
"P20500922","BLACK",2026-02-05,"NB","B",18.3463472966105,-64.6914164442569,,,,,,,,
"P20500932","BLACK",2026-02-05,"NB","B",18.3463449496776,-64.6914151031524,,,,,,,,
"P20500942","BLACK",2026-02-05,"NB","B",18.3463403396308,-64.6914288494736,,,,,,,,
"P20500952","BLACK",2026-02-05,"NB","B",18.3463437762111,-64.6914196293801,,,,,,,,
"P20500962","BLACK",2026-02-05,"NB","B",18.346346039325,-64.6914146840572,,,,,,,,
"P20500972","BLACK",2026-02-05,"NB","B",18.3463334664702,-64.6914064697921,,,,,,,,
"P20500982","BLACK",2026-02-05,"NB","B",18.3463559299707,-64.6914387401193,,,,,,,,
"P20500992","BLACK",2026-02-05,"NB","B",18.346354085952,-64.6914399135858,,,,,,,,
"P20501002","BLACK",2026-02-05,"NB","B",18.3463576063514,-64.6914356388152,,,,,,,,
"P20501012","BLACK",2026-02-05,"NB","B",18.3463253360242,-64.6914202161133,,,,,,,,
"P20501022","BLACK",2026-02-05,"NB","B",18.3463244978338,-64.6914132591337,,,,,,,,
"P20501032","BLACK",2026-02-05,"NB","B",18.3463229052722,-64.6914127562195,,,,,,,,
"P20501042","BLACK",2026-02-05,"NB","B",18.3463255874813,-64.6914127562195,,,,,,,,
"P20501052","BLACK",2026-02-05,"NB","B",18.3463204745203,-64.6914213057607,,,,,,,,
"P20501062","BLACK",2026-02-05,"NB","B",18.3463153615594,-64.6914249099791,,,,,,,,
"P20501072","BLACK",2026-02-05,"NB","B",18.3463153615594,-64.6914210543036,,,,,,,,
"P20501082","BLACK",2026-02-05,"NB","B",18.3463164512068,-64.6914156898856,,,,,,,,
"P20501092","BLACK",2026-02-05,"NB","B",18.3463141042739,-64.6914233174175,,,,,,,,
"P20501102","BLACK",2026-02-05,"NB","B",18.3463311195374,-64.6914332918823,,,,,,,,
"P20501112","BLACK",2026-02-05,"NB","B",18.3463205583394,-64.6914156060666,,,,,,,,
"P20501122","BLACK",2026-02-05,"NB","B",18.3463100809604,-64.6914164442569,,,,,,,,
"P20501132","BLACK",2026-02-05,"NB","B",18.3463042136282,-64.6914251614362,,,,,,,,
"P20501142","BLACK",2026-02-05,"NB","B",18.3462981786579,-64.6914440207183,,,,,,,,
"P20501152","BLACK",2026-02-05,"NB","B",18.3462979272008,-64.6914358064532,,,,,,,,
"P20501162","BLACK",2026-02-05,"NB","B",18.3462941553444,-64.6914322022349,,,,,,,,
"P20501172","BLACK",2026-02-05,"NB","B",18.3462956640869,-64.6914301905781,,,,,,,,
"P20501182","BLACK",2026-02-05,"NB","B",18.3463319577277,-64.6914239879698,,,,,,,,
"P20501192","BLACK",2026-02-05,"NB","B",18.3463269285858,-64.6914182882756,,,,,,,,
"P20501202","BLACK",2026-02-05,"NB","B",18.346309158951,-64.6914257481694,,,,,,,,
"P20501212","BLACK",2026-02-05,"NB","B",18.3463624678552,-64.6914743632078,,,,,,,,
"P20501222","BLACK",2026-02-05,"NB","B",18.3463703468442,-64.6914715971798,,,,,,,,
"P20501232","BLACK",2026-02-05,"NB","B",18.3463735319674,-64.6914776321501,,,,,,,,
"P20501242","BLACK",2026-02-05,"NB","B",18.3463739510626,-64.6914818231016,,,,,,,,
"P20501252","BLACK",2026-02-05,"NB","B",18.3463755436242,-64.6914648916572,,,,,,,,
"P20501262","BLACK",2026-02-05,"NB","B",18.3463688381016,-64.6914619579911,,,,,,,,
"P20501272","BLACK",2026-02-05,"NB","B",18.3463387470692,-64.6914544980973,,,,,,,,
"P20501282","BLACK",2026-02-05,"NB","B",18.3463446144015,-64.6914327051491,,,,,,,,
"P20501292","BLACK",2026-02-05,"NB","B",18.3463524933904,-64.6914413385093,,,,,,,,
"P20501302","BLACK",2026-02-05,"NB","B",18.3463312033564,-64.6913996804506,,,,,,,,
"P20501312","BLACK",2026-02-05,"NB","B",18.3463663235307,-64.6914886124432,,,,,,,,
"P20501322","BLACK",2026-02-05,"NB","B",18.3463685866445,-64.6914825774729,,,,,,,,
"P20501332","BLACK",2026-02-05,"NB","B",18.3463571034372,-64.6914876066148,,,,,,,,
"P20501342","BLACK",2026-02-05,"NB","B",18.3463748730719,-64.6915021911263,,,,,,,,
"P20501352","BLACK",2026-02-05,"NB","B",18.3463709335774,-64.6914995927364,,,,,,,,
"P20501362","BLACK",2026-02-05,"NB","B",18.3463545888662,-64.6914658974856,,,,,,,,
"P20501372","BLACK",2026-02-05,"NB","B",18.3463452849537,-64.6914704237133,,,,,,,,
"P20501382","BLACK",2026-02-05,"NB","B",18.3463303651661,-64.6914783865213,,,,,,,,
"P20501392","BLACK",2026-02-05,"NB","B",18.346324916929,-64.6914770454168,,,,,,,,
"P20501402","BLACK",2026-02-05,"NB","B",18.3463185466826,-64.6914777997881,,,,,,,,
"P20501412","BLACK",2026-02-05,"NB","B",18.3463073149323,-64.6914342977107,,,,,,,,
"P20501422","BLACK",2026-02-05,"NB","B",18.3463048003614,-64.6914358064532,,,,,,,,
"P20501432","BLACK",2026-02-05,"NB","B",18.3463099971414,-64.6914201322943,,,,,,,,
"P20501442","BLACK",2026-02-05,"NB","B",18.3463066443801,-64.691408900544,,,,,,,,
"P20501452","BLACK",2026-02-05,"NB","B",18.3463180437684,-64.6914127562195,,,,,,,,
"P20501462","BLACK",2026-02-05,"NB","B",18.346306476742,-64.6914081461728,,,,,,,,
"P20501472","BLACK",2026-02-05,"NB","B",18.3463009446859,-64.6914042066783,,,,,,,,
"P20501482","BLACK",2026-02-05,"NB","B",18.3462965860963,-64.6914046257734,,,,,,,,
"P20501492","BLACK",2026-02-05,"NB","B",18.3463035430759,-64.691403452307,,,,,,,,
"P20501502","BLACK",2026-02-05,"NB","B",18.3463046327233,-64.69139280729,,,,,,,,
"P20501512","BLACK",2026-02-05,"NB","B",18.346298513934,-64.6913975011557,,,,,,,,
"P20501522","BLACK",2026-02-05,"NB","B",18.346293065697,-64.6913934778422,,,,,,,,
"P20501532","BLACK",2026-02-05,"NB","B",18.3462486416101,-64.6914396621287,,,,,,,,
"P20501542","BLACK",2026-02-05,"NB","B",18.3462488930672,-64.6914407517761,,,,,,,,
"P20501552","BLACK",2026-02-05,"NB","B",18.3462478034198,-64.6914497204125,,,,,,,,
"P20501562","BLACK",2026-02-05,"NB","B",18.3462513238192,-64.6914649754763,,,,,,,,
"P20501572","BLACK",2026-02-05,"NB","B",18.3462609630078,-64.6914585214108,,,,,,,,
"P20501582","BLACK",2026-02-05,"NB","B",18.3462568558753,-64.6914578508586,,,,,,,,
"P20501592","BLACK",2026-02-05,"NB","B",18.346264064312,-64.6914612874389,,,,,,,,
"P20501602","BLACK",2026-02-05,"NB","B",18.3462683390826,-64.6914671547711,,,,,,,,
"P20501612","BLACK",2026-02-05,"NB","B",18.3462675847113,-64.6914658136666,,,,,,,,
"P20501622","BLACK",2026-02-05,"NB","B",18.3462699316442,-64.691461538896,,,,,,,,
"P20501632","BLACK",2026-02-05,"NB","B",18.3462690934539,-64.6914366446435,,,,,,,,
"P20501642","BLACK",2026-02-05,"NB","B",18.3462709374726,-64.6914337947965,,,,,,,,
"P20501652","BLACK",2026-02-05,"NB","B",18.3462706021965,-64.6914284303784,,,,,,,,
"P20501662","BLACK",2026-02-05,"NB","B",18.3462722785771,-64.6914304420352,,,,,,,,
"P20501672","BLACK",2026-02-05,"NB","B",18.3462744578719,-64.6914266701788,,,,,,,,
"P20501682","BLACK",2026-02-05,"NB","B",18.3462695963681,-64.6914188750088,,,,,,,,
"P20501692","BLACK",2026-02-05,"NB","B",18.3462675008923,-64.6914020273834,,,,,,,,
"P20501702","BLACK",2026-02-05,"NB","B",18.3462779782712,-64.6914046257734,,,,,,,,
"P20501712","BLACK",2026-02-05,"NB","B",18.3462649025023,-64.6914013568312,,,,,,,,
"P20501722","BLACK",2026-02-05,"NB","B",18.3462592866272,-64.6914016082883,,,,,,,,
"P20501732","BLACK",2026-02-05,"NB","B",18.3462585322559,-64.6914023626596,,,,,,,,
"P20501742","BLACK",2026-02-05,"NB","B",18.3462594542652,-64.6913984231651,,,,,,,,
"P20501752","BLACK",2026-02-05,"NB","B",18.3462625555694,-64.6913905441761,,,,,,,,
"P20501762","BLACK",2026-02-05,"NB","B",18.3462620526552,-64.6913879457861,,,,,,,,
"P20501772","BLACK",2026-02-05,"NB","B",18.346256185323,-64.6913830842823,,,,,,,,
"P20501782","BLACK",2026-02-05,"NB","B",18.3462581131607,-64.6913835871965,,,,,,,,
"P20501792","BLACK",2026-02-05,"NB","B",18.3462544251233,-64.6913878619671,,,,,,,,
"P20501802","BLACK",2026-02-05,"NB","B",18.346240259707,-64.6913904603571,,,,,,,,
"P20501812","BLACK",2026-02-05,"NB","B",18.3462467975914,-64.6913883648813,,,,,,,,
"P20501822","BLACK",2026-02-05,"NB","B",18.3462336380035,-64.6914109122008,,,,,,,,
"P20501832","BLACK",2026-02-05,"NB","B",18.3462289441377,-64.6914213895798,,,,,,,,
"P20501842","BLACK",2026-02-05,"NB","B",18.3462302852422,-64.6914288494736,,,,,,,,
"P20501852","BLACK",2026-02-05,"NB","B",18.3462374098599,-64.69143521972,,,,,,,,
"P20501862","BLACK",2026-02-05,"NB","B",18.346235062927,-64.6914384048432,,,,,,,,
"P20501872","BLACK",2026-02-05,"NB","B",18.3462303690612,-64.691443098709,,,,,,,,
"P20501882","BLACK",2026-02-05,"NB","B",18.3462225738913,-64.6914524026215,,,,,,,,
"P20501892","BLACK",2026-02-05,"NB","B",18.3462148625404,-64.6914545819163,,,,,,,,
"P20501902","BLACK",2026-02-05,"NB","B",18.3462161198258,-64.6914543304592,,,,,,,,
"P20501912","BLACK",2026-02-05,"NB","B",18.3462369907647,-64.6914508938789,,,,,,,,
"P20501922","BLACK",2026-02-05,"NB","B",18.3462457917631,-64.6914433501661,,,,,,,,
"P20501932","BLACK",2026-02-05,"NB","B",18.3462511561811,-64.6914353873581,,,,,,,,
"P20501942","BLACK",2026-02-05,"NB","B",18.3462464623153,-64.6914265863597,,,,,,,,
"P20501952","BLACK",2026-02-05,"NB","B",18.3462450373918,-64.6914228145033,,,,,,,,
"P20501962","BLACK",2026-02-05,"NB","B",18.3462405111641,-64.6914189588279,,,,,,,,
"P20501972","BLACK",2026-02-05,"NB","B",18.3462384156883,-64.6914266701788,,,,,,,,
"P20501982","BLACK",2026-02-05,"NB","B",18.3462310396135,-64.6914270892739,,,,,,,,
"P20501992","BLACK",2026-02-05,"NB","B",18.3462279383093,-64.6914285980165,,,,,,,,
"P20502002","BLACK",2026-02-05,"NB","B",18.3462286088616,-64.6914327889681,,,,,,,,
"P20502012","BLACK",2026-02-05,"NB","B",18.3462219871581,-64.691437734291,,,,,,,,
"P20502022","BLACK",2026-02-05,"NB","B",18.3462363202125,-64.6914327051491,,,,,,,,
"P20502042","BLACK",2026-02-05,"NB","B",18.3462555147707,-64.6914301905781,,,,,,,,
"P20502052","BLACK",2026-02-05,"NB","B",18.3462419360876,-64.6914092358202,,,,,,,,
"P20502062","BLACK",2026-02-05,"NB","B",18.3462497312576,-64.6914065536112,,,,,,,,
"P20502072","BLACK",2026-02-05,"NB","B",18.3462450373918,-64.6914041228592,,,,,,,,
"P20502082","BLACK",2026-02-05,"NB","B",18.3462424390018,-64.6913968306035,,,,,,,,
"P20502092","BLACK",2026-02-05,"NB","B",18.3462380804121,-64.6914011053741,,,,,,,,
"P20502102","BLACK",2026-02-05,"NB","B",18.346237745136,-64.6914017759264,,,,,,,,
"P20502112","BLACK",2026-02-05,"NB","B",18.3462234959006,-64.6914289332926,,,,,,,,
"P20502122","BLACK",2026-02-05,"NB","B",18.3462237473577,-64.6914294362068,,,,,,,,
"P20502132","BLACK",2026-02-05,"NB","B",18.3462221547961,-64.6914260834455,,,,,,,,
"P20502152","BLACK",2026-02-05,"NB","B",18.3462091628462,-64.6914327051491,,,,,,,,
"P20502162","BLACK",2026-02-05,"NB","B",18.346208492294,-64.6914462000132,,,,,,,,
"P20502172","BLACK",2026-02-05,"NB","B",18.3462103363127,-64.6914440207183,,,,,,,,
"P20502182","BLACK",2026-02-05,"NB","B",18.3462091628462,-64.6914435178041,,,,,,,,
"P20502192","BLACK",2026-02-05,"NB","B",18.3462094981223,-64.6914462000132,,,,,,,,
"P20502202","BLACK",2026-02-05,"NB","B",18.3462093304843,-64.69144301489,,,,,,,,
"P20502212","BLACK",2026-02-05,"NB","B",18.3462128508836,-64.691437734291,,,,,,,,
"P20502222","BLACK",2026-02-05,"NB","B",18.346221903339,-64.6914130076766,,,,,,,,
"P20502232","BLACK",2026-02-05,"NB","B",18.3462293632329,-64.6914040390402,,,,,,,,
"P20502242","BLACK",2026-02-05,"NB","B",18.346203295514,-64.6914026979357,,,,,,,,
"P20502252","BLACK",2026-02-05,"NB","B",18.3462252561003,-64.6914477925748,,,,,,,,
"P20502262","BLACK",2026-02-05,"NB","B",18.3462240826339,-64.6914565097541,,,,,,,,
"P20502272","BLACK",2026-02-05,"NB","B",18.3462305366993,-64.691453827545,,,,,,,,
"P20502282","BLACK",2026-02-05,"NB","B",18.3462386671454,-64.6914445236325,,,,,,,,
"P20502292","BLACK",2026-02-05,"NB","B",18.3462361525744,-64.6914384886622,,,,,,,,
"P20502302","BLACK",2026-02-05,"NB","B",18.346211342141,-64.6914661489427,,,,,,,,
"P20502312","BLACK",2026-02-05,"NB","B",18.3462232444435,-64.6914720162749,,,,,,,,
"P20502322","BLACK",2026-02-05,"NB","B",18.3462229929864,-64.6914746984839,,,,,,,,
"P20502332","BLACK",2026-02-05,"NB","B",18.3462203945965,-64.6914330404252,,,,,,,,
"P20502342","BLACK",2026-02-05,"NB","B",18.3462151978165,-64.6914241556078,,,,,,,,
"P20502352","BLACK",2026-02-05,"NB","B",18.3462037146091,-64.6914270054549,,,,,,,,
"P20502362","BLACK",2026-02-05,"NB","B",18.3462039660662,-64.6914278436452,,,,,,,,
"P20502372","BLACK",2026-02-05,"NB","B",18.3462018705904,-64.6914282627404,,,,,,,,
"P20502382","BLACK",2026-02-05,"NB","B",18.3462039660662,-64.6914230659604,,,,,,,,
"P20502392","BLACK",2026-02-05,"NB","B",18.346203295514,-64.6914317831397,,,,,,,,
"P20502402","BLACK",2026-02-05,"NB","B",18.3462066482753,-64.6914188750088,,,,,,,,
"P20502412","BLACK",2026-02-05,"NB","B",18.3462272677571,-64.6913958247751,,,,,,,,
"P20502422","BLACK",2026-02-05,"NB","B",18.3462203107774,-64.6913965791464,,,,,,,,
"P20502432","BLACK",2026-02-05,"NB","B",18.3462200593203,-64.6913952380419,,,,,,,,
"P20502442","BLACK",2026-02-05,"NB","B",18.346211342141,-64.6913874428719,,,,,,,,
"P20502452","BLACK",2026-02-05,"NB","B",18.3461986854672,-64.6913845092058,,,,,,,,
"P20502462","BLACK",2026-02-05,"NB","B",18.3461963385344,-64.6913865208626,,,,,,,,
"P20502472","BLACK",2026-02-05,"NB","B",18.3461882080883,-64.6913902089,,,,,,,,
"P20502482","BLACK",2026-02-05,"NB","B",18.3461833465844,-64.6914069727063,,,,,,,,
"P20502492","BLACK",2026-02-05,"NB","B",18.3461831789464,-64.691408816725,,,,,,,,
"P20502502","BLACK",2026-02-05,"NB","B",18.3462025411427,-64.6914605330676,,,,,,,,
"P20502512","BLACK",2026-02-05,"NB","B",18.3462096657604,-64.6914503909647,,,,,,,,
"P20502522","BLACK",2026-02-05,"NB","B",18.346213856712,-64.6914432663471,,,,,,,,
"P20502532","BLACK",2026-02-05,"NB","B",18.3462100848556,-64.6914207190275,,,,,,,,
"P20502542","BLACK",2026-02-05,"NB","B",18.3462024573237,-64.6914181206375,,,,,,,,
"P20502552","BLACK",2026-02-05,"NB","B",18.3461696002632,-64.6914177853614,,,,,,,,
"P20502562","BLACK",2026-02-05,"NB","B",18.3461701869965,-64.6914181206375,,,,,,,,
"P20502572","BLACK",2026-02-05,"NB","B",18.3461540937424,-64.6914303582162,,,,,,,,
"P20502582","BLACK",2026-02-05,"NB","B",18.3461544290185,-64.6914345491678,,,,,,,,
"P20502592","BLACK",2026-02-05,"NB","B",18.346158452332,-64.6914462838322,,,,,,,,
"P20502602","BLACK",2026-02-05,"NB","B",18.346158452332,-64.6914463676512,,,,,,,,
"P20502612","BLACK",2026-02-05,"NB","B",18.3461614698172,-64.6914433501661,,,,,,,,
"P20502622","BLACK",2026-02-05,"NB","B",18.3461697679013,-64.6914399135858,,,,,,,,
"P20502632","BLACK",2026-02-05,"NB","B",18.3461680077016,-64.6914427634329,,,,,,,,
"P20502642","BLACK",2026-02-05,"NB","B",18.346171528101,-64.6914381533861,,,,,,,,
"P20502652","BLACK",2026-02-05,"NB","B",18.3461709413677,-64.6914394106716,,,,,,,,
"P20502662","BLACK",2026-02-05,"NB","B",18.3461780659854,-64.6914413385093,,,,,,,,
"P20502672","BLACK",2026-02-05,"NB","B",18.3461868669838,-64.6914476249367,,,,,,,,
"P20502682","BLACK",2026-02-05,"NB","B",18.3461908902973,-64.691451145336,,,,,,,,
"P20502692","BLACK",2026-02-05,"NB","B",18.3461334742606,-64.6914660651237,,,,,,,,
"P20502702","BLACK",2026-02-05,"NB","B",18.3461281936616,-64.6914653107524,,,,,,,,
"P20502712","BLACK",2026-02-05,"NB","B",18.3461333066225,-64.6914554201066,,,,,,,,
"P20502722","BLACK",2026-02-05,"NB","B",18.3461328037083,-64.6914575155824,,,,,,,,
"P20502732","BLACK",2026-02-05,"NB","B",18.3461323007941,-64.691453827545,,,,,,,,
"P20502742","BLACK",2026-02-05,"NB","B",18.346134647727,-64.6914518158883,,,,,,,,
"P20502752","BLACK",2026-02-05,"NB","B",18.3461378328502,-64.6914259996265,,,,,,,,
"P20502762","BLACK",2026-02-05,"NB","B",18.3461220748723,-64.6914252452552,,,,,,,,
"P20502772","BLACK",2026-02-05,"NB","B",18.3461328875273,-64.6914277598262,,,,,,,,
"P20502782","BLACK",2026-02-05,"NB","B",18.3461331389844,-64.6914259158075,,,,,,,,
"P20502792","BLACK",2026-02-05,"NB","B",18.3461334742606,-64.6914248261601,,,,,,,,
"P20502802","BLACK",2026-02-05,"NB","B",18.3461339771748,-64.6914244908839,,,,,,,,
"P20502812","BLACK",2026-02-05,"NB","B",18.3461326360703,-64.691422060132,,,,,,,,
"P20502822","BLACK",2026-02-05,"NB","B",18.346131965518,-64.6914197131991,,,,,,,,
"P20502832","BLACK",2026-02-05,"NB","B",18.3461312949657,-64.6914176177233,,,,,,,,
"P20502842","BLACK",2026-02-05,"NB","B",18.3461303729564,-64.6914182882756,,,,,,,,
"P20502852","BLACK",2026-02-05,"NB","B",18.3461336418986,-64.6914154384285,,,,,,,,
"P20502862","BLACK",2026-02-05,"NB","B",18.3461354859173,-64.6914176177233,,,,,,,,
"P20502872","BLACK",2026-02-05,"NB","B",18.3461343124509,-64.6914178691804,,,,,,,,
"P20502882","BLACK",2026-02-05,"NB","B",18.3461302891374,-64.6914160251617,,,,,,,,
"P20502892","BLACK",2026-02-05,"NB","B",18.3461314626038,-64.6914349682629,,,,,,,,
"P20502902","BLACK",2026-02-05,"NB","B",18.346137329936,-64.6914315316826,,,,,,,,
"P20502912","BLACK",2026-02-05,"NB","B",18.3461330551654,-64.6914388239384,,,,,,,,
"P20502922","BLACK",2026-02-05,"NB","B",18.3461426943541,-64.6914159413427,,,,,,,,
"P20502932","BLACK",2026-02-05,"NB","B",18.3461482264102,-64.6914187073708,,,,,,,,
"P20502942","BLACK",2026-02-05,"NB","B",18.3461466338485,-64.6914129238576,,,,,,,,
"P20502952","BLACK",2026-02-05,"NB","B",18.3461359888315,-64.6913972496986,,,,,,,,
"P20502962","BLACK",2026-02-05,"NB","B",18.3461430296302,-64.6914024464786,,,,,,,,
"P20502972","BLACK",2026-02-05,"NB","B",18.3461421914399,-64.6914037875831,,,,,,,,
"P20502982","BLACK",2026-02-05,"NB","B",18.3461418561637,-64.6914168633521,,,,,,,,
"P20502992","BLACK",2026-02-05,"NB","B",18.3461384195834,-64.6914239041507,,,,,,,,
"P20503002","BLACK",2026-02-05,"NB","B",18.3461416047066,-64.6914240717888,,,,,,,,
"P20503012","BLACK",2026-02-05,"NB","B",18.3461421076208,-64.6914257481694,,,,,,,,
"P20503022","BLACK",2026-02-05,"NB","B",18.3461420238018,-64.6914138458669,,,,,,,,
"P20503032","BLACK",2026-02-05,"NB","B",18.3461406826973,-64.691411415115,,,,,,,,
"P20503042","BLACK",2026-02-05,"NB","B",18.3461333066225,-64.6914037037641,,,,,,,,
"P20503052","BLACK",2026-02-05,"NB","B",18.346134731546,-64.6914046257734,,,,,,,,
"P20503062","BLACK",2026-02-05,"NB","B",18.3461432810873,-64.6913938131183,,,,,,,,
"P20503072","BLACK",2026-02-05,"NB","B",18.346102964133,-64.691435303539,,,,,,,,
