Filename,Camera,Date,Bay,Location,Lat,Lon,Length (cm),Width (cm),Area (cm2),Species,Count,Entered by,Image
P2050158,Blue,2/5/26,NB,,18.3454729,-64.69209387,,,,MARE,,,
P2050159,Blue,2/5/26,NB,,18.34548664,-64.69208339,,,,PAST,,,
P2050160,Blue,2/5/26,NB,,18.34544398,-64.69205498,,,,PBRA,,,
P2050161,Blue,2/5/26,NB,,18.34547214,-64.69206914,,,,PBRA,,,
P2050162,Blue,2/5/26,NB,,18.34551095,-64.69206084,,,,SRAD,2,,
P2050164,Blue,2/5/26,NB,,18.34549754,-64.69206663,,,,PAST,,,
P2050167,Blue,2/5/26,NB,,18.34547332,-64.69206772,,,,SSID,,,
P2050168,Blue,2/5/26,NB,,18.3454361,-64.69205774,,,,SRAD,,,
P2050170,Blue,2/5/26,NB,,18.34547558,-64.69205808,,,,SSID,,,
P2050171,Blue,2/5/26,NB,,18.3455029,-64.69205087,,,,PBRA,,,
P2050172,Blue,2/5/26,NB,,18.34549611,-64.69204676,,,,PAST,,,
P2050173,Blue,2/5/26,NB,,18.34548555,-64.69206604,,,,PBRA,,,
P2050174,Blue,2/5/26,NB,,18.34550399,-64.69205732,,,,SSID,,,
P2050175,Blue,2/5/26,NB,,18.34550777,-64.69206244,,,,SSID,,,
P2050176,Blue,2/5/26,NB,,18.34550953,-64.69205716,,,,PBRA,,,
P2050177,Blue,2/5/26,NB,,18.34551472,-64.69206227,,,,PBRA,,,
P2050178,Blue,2/5/26,NB,,18.34551925,-64.69206101,,,,PBRA,,,
P2050179,Blue,2/5/26,NB,,18.34548363,-64.69202816,,,,SRAD,,,
P2050180,Blue,2/5/26,NB,,18.34547709,-64.69202522,,,,MARE,,,
P2050181,Blue,2/5/26,NB,,18.34547675,-64.69202128,,,,BRAIN,,,
P2050182,Blue,2/5/26,NB,,18.34548279,-64.69202262,,,,PBRA,,,
P2050183,Blue,2/5/26,NB,,18.34548664,-64.69201609,,,,SSID,,,
P2050184,Blue,2/5/26,NB,,18.34549217,-64.69201332,,,,PBRA,,,
P2050185,Blue,2/5/26,NB,,18.34550341,-64.69200879,,,,PBRA,,,
P2050186,Blue,2/5/26,NB,,18.34550508,-64.69200024,,,,PBRA,,,
P2050187,Blue,2/5/26,NB,,18.34549159,-64.69201332,,,,SRAD,,,
P2050188,Blue,2/5/26,NB,,18.34549419,-64.69200963,,,,SRAD,,,
P2050189,Blue,2/5/26,NB,,18.34549502,-64.69201097,,,,PBRA,,,
P2050190,Blue,2/5/26,NB,,18.34549704,-64.69200904,,,,PBRA,,,
P2050191,Blue,2/5/26,NB,,18.34548715,-64.69201491,,,,PAST,,,
P2050193,Blue,2/5/26,NB,,18.34548924,-64.69201181,,,,PAST,,,
P2050194,Blue,2/5/26,NB,,18.34549385,-64.69199605,,,,PAST,,,
P2050195,Blue,2/5/26,NB,,18.34549335,-64.6920181,,,,PBRA,,,
P2050196,Blue,2/5/26,NB,,18.34549838,-64.69200821,,,,PBRA,,,
P2050197,Blue,2/5/26,NB,,18.34551296,-64.69200058,,,,PAST,,,
P2050198,Blue,2/5/26,NB,,18.34550542,-64.69199002,,,,PAST,,,
P2050199,Blue,2/5/26,NB,,18.34550927,-64.69199773,,,,PBRA,,,
P2050200,Blue,2/5/26,NB,,18.345506,-64.69200326,,,,PBRA,,,
P2050201,Blue,2/5/26,NB,,18.34550383,-64.69199932,,,,PBRA,,,
P2050202,Blue,2/5/26,NB,,18.34548639,-64.69200242,,,,PORI,,,
P2050203,Blue,2/5/26,NB,,18.34547139,-64.69198775,,,,PAST,,,
P2050204,Blue,2/5/26,NB,,18.34549226,-64.691987,,,,PBRA,,,
P2050205,Blue,2/5/26,NB,,18.34549947,-64.69198633,,,,PBRA,,,
P2050206,Blue,2/5/26,NB,,18.3454962,-64.69198306,,,,PAST,,,
P2050207,Blue,2/5/26,NB,,18.34548564,-64.69198574,,,,PBRA,,,
P2050208,Blue,2/5/26,NB,,18.34548715,-64.69196881,,,,PBRA,,,
P2050209,Blue,2/5/26,NB,,18.34548681,-64.69197568,,,,PBRA,,,
P2050210,Blue,2/5/26,NB,,18.34545362,-64.69200192,,,,PBRA,,,
P2050211,Blue,2/5/26,NB,,18.34544331,-64.69198264,,,,SRAD,,,
P2050212,Blue,2/5/26,NB,,18.34545798,-64.6919844,,,,PBRA,,,
P2050213,Blue,2/5/26,NB,,18.3454765,-64.69197937,,,,PBRA,,,
P2050214,Blue,2/5/26,NB,,18.34547415,-64.69197988,,,,PBRA,,,
P2050215,Blue,2/5/26,NB,,18.34545747,-64.69197652,,,,PBRA,,,
P2050216,Blue,2/5/26,NB,,18.3454589,-64.69195649,,,,BRAIN,,,
P2050217,Blue,2/5/26,NB,,18.34546468,-64.691943,,,,MARE,,,
P2050218,Blue,2/5/26,NB,,18.34546401,-64.69194585,,,,PORI,,,
P2050219,Blue,2/5/26,NB,,18.34545722,-64.69194157,,,,SSID,,,
P2050220,Blue,2/5/26,NB,,18.34546141,-64.69195372,,,,"PAST,PBRA",,,
P2050221,Blue,2/5/26,NB,,18.3454568,-64.69193084,,,,PAST,,,
P2050226,Blue,2/5/26,NB,,18.34545027,-64.69192489,,,,PBRA,,,
P2050227,Blue,2/5/26,NB,,18.34546032,-64.69193914,,,,MARE,,,
P2050228,Blue,2/5/26,NB,,18.34545303,-64.69191986,,,,PBRA,,,
P2050229,Blue,2/5/26,NB,,18.34546259,-64.69191802,,,,SSID,,,
P2050230,Blue,2/5/26,NB,,18.34546342,-64.69191148,,,,PBRA,,,
P2050231,Blue,2/5/26,NB,,18.3454584,-64.69189622,,,,PAST,,,
P2050232,Blue,2/5/26,NB,,18.34546653,-64.69191936,,,,PBRA,,,
P2050233,Blue,2/5/26,NB,,18.34545647,-64.69189505,,,,BRAIN,,,
P2050234,Blue,2/5/26,NB,,18.34544415,-64.69188541,,,,SRAD,,,
P2050235,Blue,2/5/26,NB,,18.34544758,-64.69188474,,,,MCAV,,,
P2050237,Blue,2/5/26,NB,,18.34543996,-64.69190125,,,,BRAIN,,,
P2050239,Blue,2/5/26,NB,,18.34544649,-64.69190268,,,,PBRA,,,
P2050240,Blue,2/5/26,NB,,18.34544985,-64.69190855,,,,PAST,,,
P2050242,Blue,2/5/26,NB,,18.34544851,-64.69190578,,,,PBRA,,,
P2050243,Blue,2/5/26,NB,,18.34545337,-64.69187535,,,,SRAD,2,,
P2050245,Blue,2/5/26,NB,,18.3454532,-64.69184929,,,,PBRA,,,
P2050246,Blue,2/5/26,NB,,18.34545077,-64.6918497,,,,SRAD,,,
P2050247,Blue,2/5/26,NB,,18.34544959,-64.69185809,,,,SRAD,,,
P2050248,Blue,2/5/26,NB,,18.34544968,-64.69184652,,,,PBRA,,,
P2050249,Blue,2/5/26,NB,,18.34544943,-64.69184811,,,,PBRA,,,
P2050250,Blue,2/5/26,NB,,18.34546301,-64.69182833,,,,OFRA,,,
P2050251,Blue,2/5/26,NB,,18.34545479,-64.69182297,,,,PBRA,,,
P2050252,Blue,2/5/26,NB,,18.34545697,-64.6918197,,,,MARE,,,
P2050253,Blue,2/5/26,NB,,18.34545119,-64.69182448,,,,PBRA,,,
P2050255,Blue,2/5/26,NB,,18.3454563,-64.69181978,,,,PBRA,,,
P2050257,Blue,2/5/26,NB,,18.34544046,-64.69181961,,,,PAST,,,
P2050258,Blue,2/5/26,NB,,18.34544322,-64.69181031,,,,PBRA,,,
P2050259,Blue,2/5/26,NB,,18.34544859,-64.69180796,,,,PBRA,,,
P2050260,Blue,2/5/26,NB,,18.34544607,-64.69181215,,,,SRAD,,,
P2050261,Blue,2/5/26,NB,,18.34545068,-64.69179723,,,,PAST,,,
P2050262,Blue,2/5/26,NB,,18.34545119,-64.69180344,,,,SRAD,,,
P2050263,Blue,2/5/26,NB,,18.34544247,-64.69180888,,,,SSID,,,
P2050264,Blue,2/5/26,NB,,18.34543954,-64.69181123,,,,PAST,,,
P2050265,Blue,2/5/26,NB,,18.34543006,-64.69180595,,,,PBRA,,,
P2050266,Blue,2/5/26,NB,,18.34542537,-64.69179472,,,,PBRA,,,
P2050268,Blue,2/5/26,NB,,18.34544909,-64.69179799,,,,SRAD,,,
P2050269,Blue,2/5/26,NB,,18.3454615,-64.69178625,,,,PBRA,,,
P2050270,Blue,2/5/26,NB,,18.34546141,-64.6917819,,,,PBRA,,,
P2050271,Blue,2/5/26,NB,,18.34545831,-64.69179405,,,,SSID,,,
P2050272,Blue,2/5/26,NB,,18.34544683,-64.69178961,,,,SRAD,,,
P2050274,Blue,2/5/26,NB,,18.34545295,-64.6917938,,,,PBRA,,,
P2050275,Blue,2/5/26,NB,,18.34545689,-64.69179908,,,,PBRA,,,
P2050276,Blue,2/5/26,NB,,18.34546225,-64.69178424,,,,PAST,,,
P2050277,Blue,2/5/26,NB,,18.34544926,-64.69178173,,,,PAST,,,
P2050278,Blue,2/5/26,NB,,18.34544255,-64.69178324,,,,PBRA,,,
P2050279,Blue,2/5/26,NB,,18.3454366,-64.69178491,,,,PAST,,,
P2050280,Blue,2/5/26,NB,,18.3454309,-64.69177678,,,,PAST,,,
P2050281,Blue,2/5/26,NB,,18.34543593,-64.6917772,,,,PAST,,,
P2050282,Blue,2/5/26,NB,,18.34543853,-64.69177712,,,,PBRA,,,
P2050283,Blue,2/5/26,NB,,18.34544188,-64.69175373,,,,PBRA,,,
P2050284,Blue,2/5/26,NB,,18.34543493,-64.69175298,,,,SRAD,,,
P2050285,Blue,2/5/26,NB,,18.34543551,-64.69174493,,,,PBRA,,,
P2050286,Blue,2/5/26,NB,,18.34544448,-64.69174678,,,,PBRA,,,
P2050287,Blue,2/5/26,NB,,18.34544498,-64.69174535,,,,BRAIN,,,
P2050288,Blue,2/5/26,NB,,18.34544172,-64.69174895,,,,PBRA,,,
P2050289,Blue,2/5/26,NB,,18.34543618,-64.69174434,,,,PAST,,,
P2050290,Blue,2/5/26,NB,,18.34543669,-64.69174116,,,,PORI,,,
P2050291,Blue,2/5/26,NB,,18.34544851,-64.69175071,,,,SRAD,,,
P2050292,Blue,2/5/26,NB,,18.34544088,-64.69172976,,,,SSID,,,
P2050293,Blue,2/5/26,NB,,18.34544775,-64.69172481,,,,PAST,,,
P2050294,Blue,2/5/26,NB,,18.34545722,-64.69171685,,,,PBRA,,,
P2050295,Blue,2/5/26,NB,,18.34545077,-64.69171492,,,,PBRA,,,
P2050296,Blue,2/5/26,NB,,18.34543752,-64.69170688,,,,PBRA,,,
P2050297,Blue,2/5/26,NB,,18.34544172,-64.69171375,,,,PBRA,,,
P2050298,Blue,2/5/26,NB,,18.34543283,-64.69170579,,,,PBRA,,,
P2050299,Blue,2/5/26,NB,,18.34542872,-64.69171031,,,,PBRA,,,
P2050300,Blue,2/5/26,NB,,18.34542646,-64.69172272,,,,SRAD,,,
P2050301,Blue,2/5/26,NB,,18.34542504,-64.69172247,,,,MARE,,,
P2050302,Blue,2/5/26,NB,,18.34542277,-64.69171107,,,,SRAD,,,
P2050303,Blue,2/5/26,NB,,18.34543878,-64.69170009,,,,SRAD,,,
P2050304,Blue,2/5/26,NB,,18.34543149,-64.69169447,,,,PAST,,,
P2050305,Blue,2/5/26,NB,,18.34541515,-64.69169648,,,,PBRA,,,
P2050306,Blue,2/5/26,NB,,18.34540701,-64.69168877,,,,PBRA,,,
P2050307,Blue,2/5/26,NB,,18.34540936,-64.6916814,,,,PBRA,,,
P2050308,Blue,2/5/26,NB,,18.3454195,-64.69168441,,,,ORBI,,,
P2050309,Blue,2/5/26,NB,,18.34542244,-64.6916596,,,,PBRA,,,
P2050310,Blue,2/5/26,NB,,18.34542495,-64.69165734,,,,SRAD,,,
P2050311,Blue,2/5/26,NB,,18.34541992,-64.691657,,,,PBRA,,,
P2050312,Blue,2/5/26,NB,,18.34541716,-64.69163865,,,,SRAD,,,
P2050313,Blue,2/5/26,NB,,18.34540752,-64.6916441,,,,PBRA,,,
P2050314,Blue,2/5/26,NB,,18.34539863,-64.69164393,,,,SSID,,,
P2050315,Blue,2/5/26,NB,,18.34539738,-64.69165885,,,,SSID,,,
P2050316,Blue,2/5/26,NB,,18.34540299,-64.69165843,,,,BRAIN,,,
P2050317,Blue,2/5/26,NB,,18.34540132,-64.69166421,,,,SRAD,,,
P2050318,Blue,2/5/26,NB,,18.34540551,-64.69165826,,,,MARE,,,
P2050319,Blue,2/5/26,NB,,18.34540584,-64.69165122,,,,SRAD,,,
P2050320,Blue,2/5/26,NB,,18.34540199,-64.6916767,,,,SRAD,,,
P2050321,Blue,2/5/26,NB,,18.34540199,-64.69167704,,,,PAST,,,
P2050322,Blue,2/5/26,NB,,18.34541355,-64.69168886,,,,PBRA,,,
P2050323,Blue,2/5/26,NB,,18.34541892,-64.69169053,,,,PAST,,,
P2050324,Blue,2/5/26,NB,,18.34541447,-64.69168592,,,,PORI,,,
P2050325,Blue,2/5/26,NB,,18.3454123,-64.69169782,,,,MARE,,,
P2050326,Blue,2/5/26,NB,,18.34542244,-64.69168777,,,,SRAD,,,
