"Filename","Camera","Date","Bay","Coral location","Lat","Lon","Species","Count","Classified by","Length (cm)","Width (cm)","Area (cm2)","Measured by","Link"
"P2050146","BLACK",2026-02-05,"NB","B",18.346306476742,-64.6914081461728,,,,,,,,
"P2050147","BLACK",2026-02-05,"NB","B",18.3463009446859,-64.6914042066783,,,,,,,,
"P2050148","BLACK",2026-02-05,"NB","B",18.3462965860963,-64.6914046257734,,,,,,,,
"P2050149","BLACK",2026-02-05,"NB","B",18.3463035430759,-64.691403452307,,,,,,,,
"P2050150","BLACK",2026-02-05,"NB","B",18.3463046327233,-64.69139280729,,,,,,,,
"P2050151","BLACK",2026-02-05,"NB","B",18.346298513934,-64.6913975011557,,,,,,,,
"P2050152","BLACK",2026-02-05,"NB","B",18.346293065697,-64.6913934778422,,,,,,,,
"P2050153","BLACK",2026-02-05,"NB","B",18.3462486416101,-64.6914396621287,,,,,,,,
"P2050154","BLACK",2026-02-05,"NB","B",18.3462488930672,-64.6914407517761,,,,,,,,
"P2050155","BLACK",2026-02-05,"NB","B",18.3462478034198,-64.6914497204125,,,,,,,,
"P2050156","BLACK",2026-02-05,"NB","B",18.3462513238192,-64.6914649754763,,,,,,,,
"P2050157","BLACK",2026-02-05,"NB","B",18.3462609630078,-64.6914585214108,,,,,,,,
"P2050158","BLACK",2026-02-05,"NB","B",18.3462568558753,-64.6914578508586,,,,,,,,
"P2050159","BLACK",2026-02-05,"NB","B",18.346264064312,-64.6914612874389,,,,,,,,
"P2050160","BLACK",2026-02-05,"NB","B",18.3462683390826,-64.6914671547711,,,,,,,,
"P2050161","BLACK",2026-02-05,"NB","B",18.3462675847113,-64.6914658136666,,,,,,,,
"P2050162","BLACK",2026-02-05,"NB","B",18.3462699316442,-64.691461538896,,,,,,,,
"P2050163","BLACK",2026-02-05,"NB","B",18.3462690934539,-64.6914366446435,,,,,,,,
"P2050164","BLACK",2026-02-05,"NB","B",18.3462709374726,-64.6914337947965,,,,,,,,
"P2050165","BLACK",2026-02-05,"NB","B",18.3462706021965,-64.6914284303784,,,,,,,,
"P2050166","BLACK",2026-02-05,"NB","B",18.3462722785771,-64.6914304420352,,,,,,,,
"P2050167","BLACK",2026-02-05,"NB","B",18.3462744578719,-64.6914266701788,,,,,,,,
"P2050168","BLACK",2026-02-05,"NB","B",18.3462695963681,-64.6914188750088,,,,,,,,
"P2050169","BLACK",2026-02-05,"NB","B",18.3462675008923,-64.6914020273834,,,,,,,,
"P2050170","BLACK",2026-02-05,"NB","B",18.3462779782712,-64.6914046257734,,,,,,,,
"P2050171","BLACK",2026-02-05,"NB","B",18.3462649025023,-64.6914013568312,,,,,,,,
"P2050172","BLACK",2026-02-05,"NB","B",18.3462592866272,-64.6914016082883,,,,,,,,
"P2050173","BLACK",2026-02-05,"NB","B",18.3462585322559,-64.6914023626596,,,,,,,,
"P2050174","BLACK",2026-02-05,"NB","B",18.3462594542652,-64.6913984231651,,,,,,,,
"P2050175","BLACK",2026-02-05,"NB","B",18.3462625555694,-64.6913905441761,,,,,,,,
"P2050176","BLACK",2026-02-05,"NB","B",18.3462620526552,-64.6913879457861,,,,,,,,
"P2050177","BLACK",2026-02-05,"NB","B",18.346256185323,-64.6913830842823,,,,,,,,
"P2050178","BLACK",2026-02-05,"NB","B",18.3462581131607,-64.6913835871965,,,,,,,,
"P2050179","BLACK",2026-02-05,"NB","B",18.3462544251233,-64.6913878619671,,,,,,,,
"P2050180","BLACK",2026-02-05,"NB","B",18.346240259707,-64.6913904603571,,,,,,,,
"P2050181","BLACK",2026-02-05,"NB","B",18.3462467975914,-64.6913883648813,,,,,,,,
"P2050182","BLACK",2026-02-05,"NB","B",18.3462336380035,-64.6914109122008,,,,,,,,
"P2050183","BLACK",2026-02-05,"NB","B",18.3462289441377,-64.6914213895798,,,,,,,,
"P2050184","BLACK",2026-02-05,"NB","B",18.3462302852422,-64.6914288494736,,,,,,,,
"P2050185","BLACK",2026-02-05,"NB","B",18.3462374098599,-64.69143521972,,,,,,,,
"P2050186","BLACK",2026-02-05,"NB","B",18.346235062927,-64.6914384048432,,,,,,,,
"P2050187","BLACK",2026-02-05,"NB","B",18.3462303690612,-64.691443098709,,,,,,,,
"P2050188","BLACK",2026-02-05,"NB","B",18.3462225738913,-64.6914524026215,,,,,,,,
"P2050189","BLACK",2026-02-05,"NB","B",18.3462148625404,-64.6914545819163,,,,,,,,
"P2050190","BLACK",2026-02-05,"NB","B",18.3462161198258,-64.6914543304592,,,,,,,,
"P2050191","BLACK",2026-02-05,"NB","B",18.3462369907647,-64.6914508938789,,,,,,,,
"P2050192","BLACK",2026-02-05,"NB","B",18.3462457917631,-64.6914433501661,,,,,,,,
"P2050193","BLACK",2026-02-05,"NB","B",18.3462511561811,-64.6914353873581,,,,,,,,
"P2050194","BLACK",2026-02-05,"NB","B",18.3462464623153,-64.6914265863597,,,,,,,,
"P2050195","BLACK",2026-02-05,"NB","B",18.3462450373918,-64.6914228145033,,,,,,,,
"P2050196","BLACK",2026-02-05,"NB","B",18.3462405111641,-64.6914189588279,,,,,,,,
"P2050197","BLACK",2026-02-05,"NB","B",18.3462384156883,-64.6914266701788,,,,,,,,
"P2050198","BLACK",2026-02-05,"NB","B",18.3462310396135,-64.6914270892739,,,,,,,,
"P2050199","BLACK",2026-02-05,"NB","B",18.3462279383093,-64.6914285980165,,,,,,,,
"P2050200","BLACK",2026-02-05,"NB","B",18.3462286088616,-64.6914327889681,,,,,,,,
"P2050201","BLACK",2026-02-05,"NB","B",18.3462219871581,-64.691437734291,,,,,,,,
"P2050202","BLACK",2026-02-05,"NB","B",18.3462363202125,-64.6914327051491,,,,,,,,
"P2050204","BLACK",2026-02-05,"NB","B",18.3462555147707,-64.6914301905781,,,,,,,,
"P2050205","BLACK",2026-02-05,"NB","B",18.3462419360876,-64.6914092358202,,,,,,,,
"P2050206","BLACK",2026-02-05,"NB","B",18.3462497312576,-64.6914065536112,,,,,,,,
"P2050207","BLACK",2026-02-05,"NB","B",18.3462450373918,-64.6914041228592,,,,,,,,
"P2050208","BLACK",2026-02-05,"NB","B",18.3462424390018,-64.6913968306035,,,,,,,,
"P2050209","BLACK",2026-02-05,"NB","B",18.3462380804121,-64.6914011053741,,,,,,,,
"P2050210","BLACK",2026-02-05,"NB","B",18.346237745136,-64.6914017759264,,,,,,,,
"P2050211","BLACK",2026-02-05,"NB","B",18.3462234959006,-64.6914289332926,,,,,,,,
"P2050212","BLACK",2026-02-05,"NB","B",18.3462237473577,-64.6914294362068,,,,,,,,
"P2050213","BLACK",2026-02-05,"NB","B",18.3462221547961,-64.6914260834455,,,,,,,,
"P2050215","BLACK",2026-02-05,"NB","B",18.3462091628462,-64.6914327051491,,,,,,,,
"P2050216","BLACK",2026-02-05,"NB","B",18.346208492294,-64.6914462000132,,,,,,,,
"P2050217","BLACK",2026-02-05,"NB","B",18.3462103363127,-64.6914440207183,,,,,,,,
"P2050218","BLACK",2026-02-05,"NB","B",18.3462091628462,-64.6914435178041,,,,,,,,
"P2050219","BLACK",2026-02-05,"NB","B",18.3462094981223,-64.6914462000132,,,,,,,,
"P2050220","BLACK",2026-02-05,"NB","B",18.3462093304843,-64.69144301489,,,,,,,,
"P2050221","BLACK",2026-02-05,"NB","B",18.3462128508836,-64.691437734291,,,,,,,,
"P2050222","BLACK",2026-02-05,"NB","B",18.346221903339,-64.6914130076766,,,,,,,,
"P2050223","BLACK",2026-02-05,"NB","B",18.3462293632329,-64.6914040390402,,,,,,,,
"P2050224","BLACK",2026-02-05,"NB","B",18.346203295514,-64.6914026979357,,,,,,,,
"P2050225","BLACK",2026-02-05,"NB","B",18.3462252561003,-64.6914477925748,,,,,,,,
"P2050226","BLACK",2026-02-05,"NB","B",18.3462240826339,-64.6914565097541,,,,,,,,
"P2050227","BLACK",2026-02-05,"NB","B",18.3462305366993,-64.691453827545,,,,,,,,
"P2050228","BLACK",2026-02-05,"NB","B",18.3462386671454,-64.6914445236325,,,,,,,,
"P2050229","BLACK",2026-02-05,"NB","B",18.3462361525744,-64.6914384886622,,,,,,,,
"P2050230","BLACK",2026-02-05,"NB","B",18.346211342141,-64.6914661489427,,,,,,,,
"P2050231","BLACK",2026-02-05,"NB","B",18.3462232444435,-64.6914720162749,,,,,,,,
"P2050232","BLACK",2026-02-05,"NB","B",18.3462229929864,-64.6914746984839,,,,,,,,
"P2050233","BLACK",2026-02-05,"NB","B",18.3462203945965,-64.6914330404252,,,,,,,,
"P2050234","BLACK",2026-02-05,"NB","B",18.3462151978165,-64.6914241556078,,,,,,,,
"P2050235","BLACK",2026-02-05,"NB","B",18.3462037146091,-64.6914270054549,,,,,,,,
"P2050236","BLACK",2026-02-05,"NB","B",18.3462039660662,-64.6914278436452,,,,,,,,
"P2050237","BLACK",2026-02-05,"NB","B",18.3462018705904,-64.6914282627404,,,,,,,,
"P2050238","BLACK",2026-02-05,"NB","B",18.3462039660662,-64.6914230659604,,,,,,,,
"P2050239","BLACK",2026-02-05,"NB","B",18.346203295514,-64.6914317831397,,,,,,,,
"P2050240","BLACK",2026-02-05,"NB","B",18.3462066482753,-64.6914188750088,,,,,,,,
"P2050241","BLACK",2026-02-05,"NB","B",18.3462272677571,-64.6913958247751,,,,,,,,
"P2050242","BLACK",2026-02-05,"NB","B",18.3462203107774,-64.6913965791464,,,,,,,,
"P2050243","BLACK",2026-02-05,"NB","B",18.3462200593203,-64.6913952380419,,,,,,,,
"P2050244","BLACK",2026-02-05,"NB","B",18.346211342141,-64.6913874428719,,,,,,,,
"P2050245","BLACK",2026-02-05,"NB","B",18.3461986854672,-64.6913845092058,,,,,,,,
"P2050246","BLACK",2026-02-05,"NB","B",18.3461963385344,-64.6913865208626,,,,,,,,
"P2050247","BLACK",2026-02-05,"NB","B",18.3461882080883,-64.6913902089,,,,,,,,
"P2050248","BLACK",2026-02-05,"NB","B",18.3461833465844,-64.6914069727063,,,,,,,,
"P2050249","BLACK",2026-02-05,"NB","B",18.3461831789464,-64.691408816725,,,,,,,,
"P2050250","BLACK",2026-02-05,"NB","B",18.3462025411427,-64.6914605330676,,,,,,,,
"P2050251","BLACK",2026-02-05,"NB","B",18.3462096657604,-64.6914503909647,,,,,,,,
"P2050252","BLACK",2026-02-05,"NB","B",18.346213856712,-64.6914432663471,,,,,,,,
"P2050253","BLACK",2026-02-05,"NB","B",18.3462100848556,-64.6914207190275,,,,,,,,
"P2050254","BLACK",2026-02-05,"NB","B",18.3462024573237,-64.6914181206375,,,,,,,,
"P2050255","BLACK",2026-02-05,"NB","B",18.3461696002632,-64.6914177853614,,,,,,,,
"P2050256","BLACK",2026-02-05,"NB","B",18.3461701869965,-64.6914181206375,,,,,,,,
"P2050257","BLACK",2026-02-05,"NB","B",18.3461540937424,-64.6914303582162,,,,,,,,
"P2050258","BLACK",2026-02-05,"NB","B",18.3461544290185,-64.6914345491678,,,,,,,,
"P2050259","BLACK",2026-02-05,"NB","B",18.346158452332,-64.6914462838322,,,,,,,,
"P2050260","BLACK",2026-02-05,"NB","B",18.346158452332,-64.6914463676512,,,,,,,,
"P2050261","BLACK",2026-02-05,"NB","B",18.3461614698172,-64.6914433501661,,,,,,,,
"P2050262","BLACK",2026-02-05,"NB","B",18.3461697679013,-64.6914399135858,,,,,,,,
"P2050263","BLACK",2026-02-05,"NB","B",18.3461680077016,-64.6914427634329,,,,,,,,
"P2050264","BLACK",2026-02-05,"NB","B",18.346171528101,-64.6914381533861,,,,,,,,
"P2050265","BLACK",2026-02-05,"NB","B",18.3461709413677,-64.6914394106716,,,,,,,,
"P2050266","BLACK",2026-02-05,"NB","B",18.3461780659854,-64.6914413385093,,,,,,,,
"P2050267","BLACK",2026-02-05,"NB","B",18.3461868669838,-64.6914476249367,,,,,,,,
"P2050268","BLACK",2026-02-05,"NB","B",18.3461908902973,-64.691451145336,,,,,,,,
"P2050269","BLACK",2026-02-05,"NB","B",18.3461334742606,-64.6914660651237,,,,,,,,
"P2050270","BLACK",2026-02-05,"NB","B",18.3461281936616,-64.6914653107524,,,,,,,,
"P2050271","BLACK",2026-02-05,"NB","B",18.3461333066225,-64.6914554201066,,,,,,,,
"P2050272","BLACK",2026-02-05,"NB","B",18.3461328037083,-64.6914575155824,,,,,,,,
"P2050273","BLACK",2026-02-05,"NB","B",18.3461323007941,-64.691453827545,,,,,,,,
"P2050274","BLACK",2026-02-05,"NB","B",18.346134647727,-64.6914518158883,,,,,,,,
"P2050275","BLACK",2026-02-05,"NB","B",18.3461378328502,-64.6914259996265,,,,,,,,
"P2050276","BLACK",2026-02-05,"NB","B",18.3461220748723,-64.6914252452552,,,,,,,,
"P2050277","BLACK",2026-02-05,"NB","B",18.3461328875273,-64.6914277598262,,,,,,,,
"P2050278","BLACK",2026-02-05,"NB","B",18.3461331389844,-64.6914259158075,,,,,,,,
"P2050279","BLACK",2026-02-05,"NB","B",18.3461334742606,-64.6914248261601,,,,,,,,
"P2050280","BLACK",2026-02-05,"NB","B",18.3461339771748,-64.6914244908839,,,,,,,,
"P2050281","BLACK",2026-02-05,"NB","B",18.3461326360703,-64.691422060132,,,,,,,,
"P2050282","BLACK",2026-02-05,"NB","B",18.346131965518,-64.6914197131991,,,,,,,,
"P2050283","BLACK",2026-02-05,"NB","B",18.3461312949657,-64.6914176177233,,,,,,,,
"P2050284","BLACK",2026-02-05,"NB","B",18.3461303729564,-64.6914182882756,,,,,,,,
"P2050285","BLACK",2026-02-05,"NB","B",18.3461336418986,-64.6914154384285,,,,,,,,
"P2050286","BLACK",2026-02-05,"NB","B",18.3461354859173,-64.6914176177233,,,,,,,,
"P2050287","BLACK",2026-02-05,"NB","B",18.3461343124509,-64.6914178691804,,,,,,,,
"P2050288","BLACK",2026-02-05,"NB","B",18.3461302891374,-64.6914160251617,,,,,,,,
"P2050289","BLACK",2026-02-05,"NB","B",18.3461314626038,-64.6914349682629,,,,,,,,
"P2050290","BLACK",2026-02-05,"NB","B",18.346137329936,-64.6914315316826,,,,,,,,
"P2050291","BLACK",2026-02-05,"NB","B",18.3461330551654,-64.6914388239384,,,,,,,,
"P2050292","BLACK",2026-02-05,"NB","B",18.3461426943541,-64.6914159413427,,,,,,,,
"P2050293","BLACK",2026-02-05,"NB","B",18.3461482264102,-64.6914187073708,,,,,,,,
"P2050294","BLACK",2026-02-05,"NB","B",18.3461466338485,-64.6914129238576,,,,,,,,
"P2050295","BLACK",2026-02-05,"NB","B",18.3461359888315,-64.6913972496986,,,,,,,,
"P2050296","BLACK",2026-02-05,"NB","B",18.3461430296302,-64.6914024464786,,,,,,,,
"P2050297","BLACK",2026-02-05,"NB","B",18.3461421914399,-64.6914037875831,,,,,,,,
"P2050298","BLACK",2026-02-05,"NB","B",18.3461418561637,-64.6914168633521,,,,,,,,
"P2050299","BLACK",2026-02-05,"NB","B",18.3461384195834,-64.6914239041507,,,,,,,,
"P2050300","BLACK",2026-02-05,"NB","B",18.3461416047066,-64.6914240717888,,,,,,,,
"P2050301","BLACK",2026-02-05,"NB","B",18.3461421076208,-64.6914257481694,,,,,,,,
"P2050302","BLACK",2026-02-05,"NB","B",18.3461420238018,-64.6914138458669,,,,,,,,
"P2050303","BLACK",2026-02-05,"NB","B",18.3461406826973,-64.691411415115,,,,,,,,
"P2050304","BLACK",2026-02-05,"NB","B",18.3461333066225,-64.6914037037641,,,,,,,,
"P2050305","BLACK",2026-02-05,"NB","B",18.346134731546,-64.6914046257734,,,,,,,,
"P2050306","BLACK",2026-02-05,"NB","B",18.3461432810873,-64.6913938131183,,,,,,,,
"P2050307","BLACK",2026-02-05,"NB","B",18.346102964133,-64.691435303539,,,,,,,,
